file,start,end,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,SentimentScore,slideScore,POMSScore,activation,reward
2,./voice\gatimuti\condition3\c00.wav,0 days,0 days 00:00:12,27.063478,0.25629163,22.864012,26.135956,31.276936,8.412924,245.42174,65.90181,153.15709,199.81992,0.14795512,2.2199616,0.037319154,0.0391953,0.049061675,0.011742521,9.291882,8.529467,8.1316595,7.253814,0.11657882,3.6947992,9.204111,1.1983441,10.781711,0.6204547,7.745864,1.7830988,-2.0757604,-6.729728,0.075103186,1.4262245,1.6300795,0.81914324,1.7623218,3.2942443,8.9977455,1.9567295,28.68259,0.44835392,541.95087,0.4010588,1148.3699,0.2239344,-175.69203,-0.38069087,1705.6144,0.20172079,794.72235,0.4940498,-176.72084,-0.3474574,2704.0586,0.12599327,807.06476,0.4461521,-176.68935,-0.34766924,-17.019434,-0.57102555,26.2193,0.43920258,0.063413695,0.5286068,-0.03674952,-0.58626324,0.84215873,1.0563052,31.15923,0.4861398,12.380007,1.1661806,21.535597,1.5109744,-28.281612,-0.73844695,-11.612096,22.828405,-0.004387635,-0.003532081,0.005728263,0.83402836,0.41876048,0.312,0.24317893,1.7116667,1.2740672,-32.000835,0.300000012,6,0,1,0
2,./voice\gatimuti\condition3\c01.wav,0 days,0 days 00:00:11,25.748371,0.23554027,22.447557,26.140968,28.713894,6.2663364,479.27258,553.6357,520.32385,1101.0094,0.151415,2.2950923,0.03696157,0.038560327,0.05929948,0.02233791,9.490783,7.4361787,8.366749,5.8878517,0.13858494,3.1699662,7.9365215,1.6052216,11.207674,0.6620059,7.320459,1.517244,-0.7558377,-15.930536,0.05877819,1.0881875,2.5481687,0.66808563,-0.63729626,-7.9024568,0.589899,30.89979,27.634636,0.7966098,527.0446,0.31725276,1302.0242,0.19475959,-173.37848,-0.3888307,1587.2534,0.22151801,980.56274,0.35388175,-174.46407,-0.35785955,2650.0398,0.11796018,859.4947,0.3819101,-174.97087,-0.3476752,-18.902855,-0.60786873,29.394869,0.45401302,0.064629026,0.58451164,-0.030791065,-0.63434935,0.8788099,0.9184337,31.154587,0.5240637,12.489929,1.2585238,6.846962,3.3305182,-19.186577,-0.8565155,-11.216579,22.31143,-0.011840606,-0.002159724,0.009021667,1.0009099,1.0054845,0.13909091,0.09462409,0.8336364,0.8948872,-32.29529,0.5,6,0,1,0
2,./voice\gatimuti\condition3\c02.wav,0 days,0 days 00:00:13,29.271044,0.29024756,22.439194,28.45438,32.492912,10.053719,255.8035,224.29053,391.47626,375.92523,0.17658702,2.1745827,0.036591463,0.038032603,0.08349644,0.046904974,11.239967,9.694651,10.493071,9.076866,0.14542301,2.8400464,10.003652,1.4748644,10.267912,0.8688907,4.656392,2.6436734,-2.9854572,-5.273937,0.09364929,1.3104216,1.9138359,0.7239382,2.0609565,2.3193173,1.3166271,6.3045073,31.231873,0.5774556,554.73364,0.33312747,1270.0994,0.2120502,-169.79646,-0.4253667,1573.6285,0.20974095,1026.5365,0.32977155,-169.75392,-0.40452605,2732.0442,0.11452034,1045.963,0.49998304,-171.41963,-0.37569776,-17.354101,-0.77917844,31.271082,0.45322245,0.07097571,0.4818002,-0.035552304,-0.73559666,0.8323416,0.8045758,37.389256,0.47061983,7.655369,2.4778411,1.3877183,18.498089,-26.695559,-0.8273267,-11.68802,23.0549,-0.008972809,-0.002721941,0.006709952,0.8468053,0.61823803,0.26,0.19403608,1.066,1.4152681,-31.15976,0.800000012,8,0,1,0
2,./voice\gatimuti\condition3\c03.wav,0 days,0 days 00:00:13,28.753883,0.40761524,20.8438,24.977045,32.586807,11.743008,338.20374,216.97577,736.9297,1194.2838,0.13880455,2.372791,0.03668241,0.040446717,0.0757314,0.03904899,11.149844,9.924897,11.24709,11.732487,0.08687834,3.6437826,4.6947603,2.4578133,13.229531,0.6450723,7.4714584,1.5338984,-1.4335179,-8.016229,0.060391873,1.3082323,1.7331434,0.69776773,-1.3266058,-3.7994776,-4.599011,-4.4646997,13.921433,1.651247,518.4954,0.41314122,1029.1414,0.25366247,-185.26646,-0.28573453,1648.9115,0.19726181,652.45245,0.72199935,-184.58748,-0.26985726,2608.7888,0.11607778,672.5766,0.42591757,-183.50317,-0.28679213,-11.698978,-1.1064453,17.297237,0.7594205,0.06808218,0.6146099,-0.03460224,-0.6569905,0.7843615,0.91211855,19.499796,1.0012044,10.646531,1.6364834,27.557814,0.9202713,-23.019703,-0.84242517,-10.004461,20.191061,-0.003336448,-0.005342661,0.016473087,0.8468053,0.85007733,0.09727273,0.077821575,1.29,1.3010594,-34.011333,0.300000012,8,0,1,0
2,./voice\gatimuti\condition3\c04.wav,0 days,0 days 00:00:12,35.434,0.46790585,21.101894,29.121063,60.18975,39.087856,1237.0267,1724.082,176.3759,185.3145,0.26289025,1.3891349,0.049983673,0.10999101,0.3519119,0.30192822,7.983158,8.264141,7.177957,6.0571156,0.15641695,2.4257967,-1.7477185,-11.414899,23.14484,0.56420076,2.7915413,4.661686,-9.001946,-1.5127796,0.06549251,1.7335199,1.6092283,0.7497475,-0.07065825,-84.585045,0.97586286,20.730274,21.785881,1.2156528,544.0626,0.3909649,1162.5791,0.23154496,-170.942,-0.42042625,1635.6361,0.19705874,858.9287,0.55403405,-165.73021,-0.42665845,2694.3472,0.13671823,761.72516,0.6239373,-163.61282,-0.4324589,-10.069018,-1.909948,16.210941,1.3263199,0.052283768,0.64507115,-0.030234208,-0.72388744,0.63382864,1.0190028,14.040844,1.9668543,26.205496,0.6898147,9.05061,2.6948795,-20.136057,-1.0404859,-0.298291,6.404657,0.00957238,-0.007500536,0.03640659,1.5846539,1.595298,0.11736842,0.1575083,0.48947367,0.8405542,-30.501524,-0.800000012,6,0,1,0
2,./voice\gatimuti\condition3\c05.wav,0 days,0 days 00:00:11,35.734547,0.4387877,23.714996,27.948248,59.380676,35.66568,187.8639,113.861115,299.02832,438.41956,0.20818295,1.608561,0.03757921,0.0714974,0.2556738,0.21809459,7.6541166,6.90785,6.453586,8.413458,0.12824707,2.5444639,1.2154783,13.621027,18.753342,0.7386283,1.3100866,9.8160305,-5.554628,-2.3507047,0.052296456,0.9334972,2.2185502,0.5461023,-0.35704154,-14.586522,-0.25729436,-78.78549,22.11579,1.2546701,551.22534,0.36983323,1166.7129,0.29215395,-172.12593,-0.40695262,1646.4775,0.20806631,908.88226,0.4510773,-166.39612,-0.42213503,2676.5303,0.14518194,725.0588,0.5671319,-164.51218,-0.4289228,-8.638322,-2.1132882,15.075727,1.3762631,0.059070203,0.6482798,-0.024253719,-0.8272053,0.5621721,0.9741151,13.577756,1.9382626,23.228533,0.90254295,4.092026,5.3479557,-19.752872,-0.8422425,-4.198558,11.93796,0.002962767,-0.004839064,0.021651145,1.1828935,1.4625229,0.126875,0.12706882,0.50470585,0.7064919,-32.780594,0.800000012,8,0,1,0
2,./voice\gatimuti\condition3\c06.wav,0 days,0 days 00:00:11,28.348211,0.26563418,23.482208,27.561846,31.533243,8.051035,549.8799,593.25543,89.74553,66.42666,0.15846464,1.9505264,0.03712236,0.03873522,0.056810103,0.019687742,7.1638126,6.8643484,5.790975,4.77382,0.104450144,2.899799,7.5635047,1.6174676,11.181313,0.68285453,10.431669,1.232,0.39824334,34.751846,0.048975065,1.438934,1.5547296,0.9276412,2.522744,2.3067849,9.291788,2.552039,27.349234,0.68687063,548.2692,0.35369644,1141.1141,0.21145974,-170.60997,-0.41595992,1748.4868,0.17079079,807.46265,0.537925,-172.25026,-0.37420017,2739.9268,0.12018973,728.1412,0.55778795,-171.05919,-0.38657588,-19.711311,-0.721807,26.452272,0.5227347,0.064252645,0.6839277,-0.03219113,-0.7010518,0.58649033,0.8880583,28.532854,0.5642796,16.259394,0.9265978,23.779749,1.0734552,-17.341482,-1.4261776,-10.978117,22.333824,-0.012402898,-0.001404046,0.008587561,0.7279345,0.5489479,0.28333333,0.24191366,1.2914284,1.0745953,-30.900326,0.300000012,8,0,1,0
2,./voice\gatimuti\condition3\c07.wav,0 days,0 days 00:00:12,29.433891,0.37405413,22.714058,26.584427,31.147842,8.4337845,339.8747,253.80432,198.10132,129.78229,0.14547211,2.3715608,0.03646511,0.037706744,0.041949306,0.005484197,8.919212,7.422452,10.4886465,9.120025,0.09254633,3.2391434,5.3014445,2.3857915,9.576114,0.7587749,6.769594,1.4054699,1.0479214,11.353896,0.080139995,1.462848,1.9266694,0.6721853,0.000663158,8414.395,1.7210104,4.194866,25.351639,0.6917837,559.00275,0.41936398,1159.0582,0.25775006,-179.33057,-0.34747103,1652.7732,0.21544838,851.0444,0.38981804,-177.9373,-0.34055302,2667.5798,0.12842333,868.6928,0.601922,-177.88548,-0.33950084,-16.5622,-0.86942905,23.02672,0.7153196,0.08000809,0.39482975,-0.03934533,-0.48214152,0.70320415,0.78038055,28.94454,0.7776713,8.972539,2.0499747,13.079022,1.8473243,-21.782682,-0.83578795,-11.524249,23.129538,-0.015208676,-0.00022337,0.006047624,0.75062555,0.5025126,0.24333334,0.10176224,2.07,1.4807701,-33.65086,0.100000001,6,0,1,0
2,./voice\gatimuti\condition3\c08.wav,0 days,0 days 00:00:12,28.828518,0.27483976,24.706554,27.293655,31.157024,6.45047,291.81738,263.0247,130.52917,70.147964,0.13451199,2.5358386,0.036671948,0.037976958,0.042382963,0.005711015,0.8611317,0.2318896,2.7406156,0.73514974,0.0892124,4.0262594,4.668941,2.4663782,9.991559,0.8621159,5.96867,1.8842559,0.8065203,13.764636,0.078566976,1.2037553,1.7413938,0.76757824,2.2840724,1.9709781,-2.0272133,-4.715926,21.13546,0.73105013,540.1877,0.39270356,1104.4596,0.20962305,-183.7249,-0.30972442,1650.3096,0.20252894,835.521,0.4138234,-184.16985,-0.28727436,2641.581,0.13043272,832.03357,0.42332184,-183.59674,-0.29427883,-14.463765,-0.950209,21.627094,0.66734475,0.074645445,0.56578416,-0.034608684,-0.61267567,0.91835994,0.8845653,26.267183,0.8427558,7.935179,2.3214726,16.755594,1.8447514,-26.154337,-0.6139828,-11.194386,22.790865,-0.01136727,-0.001040167,0.006232292,0.2502085,0.33613446,0.2625,0.17682971,2.152,1.1458342,-33.04009,0.200000003,8,0,1,0
2,./voice\gatimuti\condition3\c09_00.wav,0 days,0 days 00:00:11,27.848175,0.31647062,22.598877,25.872711,31.522589,8.923712,453.98782,483.31784,210.35332,244.63264,0.20176172,2.0608099,0.036734723,0.03872581,0.14194155,0.105206825,9.70913,6.6618023,7.1322274,5.641069,0.15502118,2.5525928,8.624243,1.5730048,8.308606,1.0911968,7.8891835,1.7773063,-0.6990146,-20.62031,0.08923712,1.536286,2.0844915,0.70388657,-0.21065772,-25.21473,1.474401,10.818094,22.99445,0.8279058,543.5639,0.38897005,1201.9475,0.24956916,-162.34169,-0.48528486,1599.8053,0.17857343,898.1939,0.48415697,-161.99956,-0.46408632,2635.1287,0.13999626,823.0993,0.36391002,-162.28513,-0.45639345,-14.142001,-0.7389247,24.039246,0.46300617,0.060812075,0.67145157,-0.0264707,-0.6972104,0.7231512,0.8333947,28.238869,0.58224684,3.4493227,4.85434,14.658377,1.8838634,-18.029097,-1.154136,-11.498307,23.231201,-0.010245955,-0.000455301,0.010039038,1.1828935,1.1882999,0.1630769,0.15553305,0.853,0.95693314,-32.047478,0,8,0,1,0
2,./voice\gatimuti\condition3\c09_01.wav,0 days,0 days 00:00:11,26.206884,0.24567263,22.64729,24.951584,29.02086,6.3735714,122.83104,7.9106708,83.55072,41.537067,0.08611825,2.3863728,0.036300726,0.037295345,0.038893268,0.002592541,7.5198708,7.8654203,6.5575814,6.3841543,0.054880686,4.143694,4.781125,1.9792384,9.464133,0.579139,5.41238,1.6239189,2.9566162,3.1605003,0.079042375,0.9961491,1.6519308,0.8237995,-0.8155852,-5.298189,1.6928612,4.820961,29.42472,0.38346833,553.58307,0.38863274,1285.7441,0.18429253,-188.02817,-0.25811946,1523.9661,0.20196705,927.84485,0.2793478,-188.33446,-0.24542405,2658.1965,0.12097152,966.6116,0.50293696,-188.97762,-0.23277201,-16.440788,-0.5445145,27.251518,0.26186788,0.0609723,0.5849164,-0.028849702,-0.89782804,0.6806982,0.770258,32.97945,0.50904655,4.8483534,2.9109266,2.6456108,9.962418,-19.368988,-1.198188,-11.823057,23.76776,-0.0161061,-0.000306766,0.010937319,0.45495906,0.4570384,0.13,0.08173127,2.026,1.6869096,-38.63999,0,8,0,1,0
2,./voice\gatimuti\condition3\c10.wav,0 days,0 days 00:00:13,27.066402,0.36105675,22.52922,25.558716,27.066399,4.537178,119.723755,49.81455,21.21022,84.15661,0.11445494,2.561853,0.036282696,0.037631616,0.042254347,0.005971652,6.0595956,4.6257005,5.499173,6.714851,0.060371667,3.5251822,4.3794146,2.2427979,10.618312,0.68403655,6.291304,1.61949,2.4515042,3.3358614,0.05511226,1.8068843,1.7186551,0.84519416,1.2041112,4.1103654,5.82644,3.076779,25.290022,0.691216,483.45963,0.308036,1140.2367,0.21090376,-183.35942,-0.30629048,1593.0676,0.18282004,773.5566,0.4738121,-184.01128,-0.28604078,2627.8513,0.11208235,731.3048,0.43744174,-183.54189,-0.28710437,-16.018753,-0.7614537,23.494837,0.61889863,0.056006234,0.5858686,-0.030220872,-0.46054736,0.5843206,0.6995583,23.62788,0.8671764,15.145615,1.2567465,15.116174,1.7106038,-12.419557,-1.2966387,-11.585425,23.143778,-0.014344197,-0.000503482,0.005502983,0.38491148,0.3869969,0.236,0.105185546,1.9316667,1.4907316,-35.759624,0,6,0,1,0
2,./voice\gatimuti\condition3\c11.wav,0 days,0 days 00:00:12,28.921772,0.40756702,22.9175,25.769936,28.539207,5.621708,313.04572,386.24026,87.80107,75.69962,0.2453707,1.6791712,0.03911735,0.06831312,0.31733888,0.27822155,10.527041,9.678933,6.0125036,4.6169505,0.144178,2.3390677,-0.9783775,-17.521536,18.667507,0.6737589,5.6519356,2.8009315,-3.5521994,-3.5225706,0.043628346,1.5052884,1.858385,0.6633089,0.54591364,10.696697,3.332029,4.6244125,21.646034,1.0318679,495.0416,0.44361278,1146.5404,0.21044996,-169.1605,-0.42988837,1601.1101,0.19095908,780.16064,0.4388486,-169.44147,-0.39630064,2670.0437,0.12407003,699.4683,0.5109784,-167.98196,-0.4053626,-14.310777,-0.80905294,21.492264,0.58551425,0.0596288,0.56574446,-0.028077593,-0.6867351,0.65375966,0.82384765,21.528805,0.89528656,15.46572,1.2433,16.969677,1.6733176,-16.514118,-1.0549039,-3.2674577,10.668879,-0.003251361,-0.002749547,0.03482786,1.4178482,1.2562815,0.128,0.13008714,0.5361111,0.7447679,-31.846085,0.699999988,6,0,1,0
2,./voice\gatimuti\condition3\c12_00.wav,0 days,0 days 00:00:12,32.816807,0.46349835,22.771713,27.455587,55.631516,32.859802,386.2152,210.27223,341.95255,363.96307,0.31049016,1.4200803,0.053674925,0.14022952,0.38904744,0.3353725,6.345391,6.9903636,5.483375,5.746271,0.21749905,2.0647717,-0.24111982,-86.62394,23.795198,0.5669845,2.6006043,5.8825803,-10.131897,-1.4143246,0.07759547,1.4342355,1.7987975,0.8146166,1.2853941,4.32072,2.5689607,10.170564,23.73822,1.2541764,545.7689,0.39578775,1170.274,0.20912349,-159.93721,-0.4996919,1682.6896,0.2078086,849.58704,0.49621847,-155.52254,-0.49057317,2676.7593,0.13761292,755.759,0.58156085,-153.80939,-0.49623138,-13.743147,-1.2523149,19.986158,0.9631465,0.057678826,0.59568316,-0.030576514,-0.69824564,0.71330094,0.9278087,20.109848,1.1597471,22.911457,0.81357396,10.213827,2.3916972,-20.087725,-0.95924026,1.9853879,3.5106058,0.00858849,-0.007195841,0.046849567,1.0842369,1.7587941,0.13666667,0.1980941,0.41095236,0.5071949,-28.487728,0.400000006,4,0,1,0
2,./voice\gatimuti\condition3\c12_01.wav,0 days,0 days 00:00:12,31.891699,0.40897325,23.124483,27.495323,38.00101,14.876528,319.44107,232.66876,186.5555,86.35071,0.12464694,1.9832674,0.03752958,0.045384556,0.11661132,0.07908174,9.07863,10.859348,6.268111,5.8783383,0.080014236,3.458167,4.044055,3.1935244,14.563522,0.7181124,2.7011087,3.3987954,-2.7951741,-4.017365,0.12152989,1.4077787,2.1634102,0.77620167,-0.57653797,-9.619851,-6.2863674,-5.711081,17.749403,2.433857,545.33704,0.3421258,1219.5077,0.1822725,-184.41083,-0.30031285,1569.2058,0.18355617,919.37665,0.28918004,-181.84862,-0.30613035,2647.6392,0.12315253,659.8384,0.49358204,-182.48412,-0.29186374,-14.623394,-1.1898223,26.533298,0.6665902,0.06650187,0.6141154,-0.026519993,-1.0376011,0.6822906,0.86776984,25.335545,0.8788891,12.028434,1.5988846,0.6913141,32.42036,-20.233015,-0.9530879,-7.5594964,16.696478,-0.001577768,-0.00580389,0.012441693,0.6672227,0.75376886,0.12444445,0.13149661,1.063,1.5672528,-34.684093,0.300000012,6,0,1,0
2,./voice\gatimuti\condition3\c13.wav,0 days,0 days 00:00:12,28.38675,0.3557217,22.777416,26.813913,29.29129,6.513874,906.6805,1493.2946,387.17868,304.40793,0.14787689,2.3788028,0.036352437,0.03758278,0.042207114,0.005854677,5.5645523,4.431052,6.0872407,5.168158,0.1115178,3.0165265,6.9787383,1.6911968,11.139095,0.6156683,7.625201,1.3589579,0.9048521,13.805624,0.05346767,1.5148962,2.3916173,0.77858377,2.2469401,2.3887002,0.2064316,134.74359,22.837965,1.3213012,556.8856,0.39508873,1217.2656,0.18836366,-177.79736,-0.35376385,1677.8302,0.22579637,980.43384,0.40263838,-178.10785,-0.33291057,2756.672,0.12709284,936.1034,0.58850604,-177.64958,-0.33247697,-18.519804,-0.6433292,26.853022,0.4801512,0.058248863,0.59316784,-0.024696184,-0.72983956,0.8142696,0.6778485,29.373932,0.5894348,15.311524,0.9936956,19.94345,0.96816885,-16.830515,-1.4422802,-11.811113,23.70439,-0.011181683,-0.000882206,0.007461272,0.500417,0.41876048,0.29799998,0.10225459,1.285,1.1620994,-31.882656,0.100000001,4,0,1,0
2,./voice\gatimuti\condition3\c14.wav,0 days,0 days 00:00:11,28.995945,0.31605884,23.068504,26.586857,30.705442,7.636938,744.79,831.0689,411.92438,836.10657,0.22104554,1.809661,0.03620532,0.037555702,0.26569802,0.2294927,7.7460666,6.024328,8.290765,6.5962486,0.1757918,2.2394497,9.402112,1.6978767,12.5419,0.8788451,8.608642,1.574135,-0.67500174,-21.657917,0.048891,1.717465,1.8296038,0.8284829,2.7380724,1.9880594,6.2866077,2.596038,31.035152,0.7896477,563.9455,0.4248181,1210.0227,0.21384461,-159.46715,-0.50139254,1717.1396,0.2340436,959.38965,0.3819622,-158.48288,-0.46866095,2778.5732,0.14016998,794.4081,0.45294654,-158.31999,-0.47045884,-20.175941,-0.8345116,29.91096,0.5815322,0.061357707,0.5917606,-0.030717878,-0.6866884,0.7048946,0.74999213,28.752775,0.7544351,20.496655,0.8413429,17.89179,1.2519574,-17.065973,-1.1667433,-11.408352,23.24067,-0.011508838,-0.000943975,0.011754287,1.1828935,0.9140768,0.251,0.23704219,0.6825,0.8638974,-28.186722,0.300000012,6,0,1,0
2,./voice\gatimuti\condition3\c15.wav,0 days,0 days 00:00:12,33.378353,0.37552032,25.099878,29.08788,47.862843,22.762964,604.90094,954.0835,184.76588,145.29094,0.16828173,2.4396656,0.036341533,0.03767607,0.07102932,0.034687787,7.755895,7.0860186,5.926391,5.6808176,0.11322199,3.3992746,4.4397173,2.9850965,8.775286,1.2552207,8.800661,1.6837149,1.9499214,6.7503953,0.06327828,1.1503727,1.831917,0.6921798,0.35185868,16.654833,7.4421334,2.360645,13.600662,2.0582151,634.5521,0.6396849,1151.9216,0.26581326,-175.80972,-0.36909127,1795.2357,0.25178272,845.551,0.49461442,-173.09819,-0.37833545,2748.9478,0.14373702,961.1382,0.3466672,-172.63345,-0.38544476,-7.293728,-2.5691898,15.680616,1.2488996,0.04614625,0.8986434,-0.02105851,-0.974342,0.7187582,1.0476986,15.383117,1.9348191,8.007821,2.8055105,24.318293,1.2517072,-13.057867,-1.4648968,-10.875554,22.49436,-0.013328808,-0.000881354,0.008415391,0.58381987,0.92127305,0.15363635,0.13438565,1.11,1.1637391,-30.828053,0.899999976,6,0,1,0
2,./voice\gatimuti\condition3\c16.wav,0 days,0 days 00:00:12,25.470545,0.21852826,21.233837,25.602974,29.276718,8.042881,181.32132,61.307934,169.02466,261.89142,0.20562664,2.0956016,0.036496993,0.03785838,0.06754466,0.031047668,8.332507,6.2772465,8.430878,6.7715225,0.144543,2.616691,8.164327,1.8740743,11.3033285,0.8385506,9.277609,1.1774937,-1.7965939,-9.519802,0.040457398,1.6572562,1.4942563,0.8756639,2.4494615,2.2522082,3.3374593,8.833385,28.33921,1.1024703,533.1796,0.37328348,1225.8435,0.19780326,-165.94551,-0.45905945,1683.3298,0.21958742,918.3623,0.44788927,-167.7035,-0.41443524,2762.0378,0.10760617,792.2924,0.53787994,-167.97878,-0.41029954,-22.190535,-0.52484745,28.625273,0.48784018,0.069003835,0.5340825,-0.045970432,-0.4407925,0.76999545,0.720607,34.808327,0.48342645,17.396759,1.111645,21.533249,0.89270115,-28.238228,-0.8922159,-11.703229,23.331303,-0.016028773,-0.000710288,0.005531179,0.75062555,0.58626467,0.30142856,0.23154317,1.3814285,1.420467,-29.693878,0.400000006,8,0,1,0
2,./voice\gatimuti\condition3\c17.wav,0 days,0 days 00:00:13,27.181654,0.37542215,21.856106,24.40374,28.836422,6.980316,180.54216,65.56614,134.06433,137.80385,0.124142945,2.2639883,0.036030255,0.037324037,0.04435205,0.008321796,8.524267,7.9297156,6.4315786,6.3625383,0.090977624,3.3706365,5.6651716,2.0563986,11.394149,0.6302747,6.716916,1.5378767,0.59787434,21.587738,0.08020285,1.4493544,2.1853836,0.75613075,-1.4098772,-3.49263,-2.972743,-10.387568,21.764515,1.793062,519.05707,0.3329971,1223.9698,0.2250453,-180.08328,-0.3263654,1578.1918,0.21152909,882.00586,0.33718476,-180.19383,-0.30794215,2713.1882,0.10403592,751.4559,0.39952347,-179.73035,-0.3079251,-18.077427,-0.7994882,26.139292,0.5764873,0.058943875,0.6620071,-0.03070666,-0.8205541,0.62703663,0.9712212,24.641113,0.8977624,16.567019,0.88168937,7.585299,3.0505052,-21.241747,-1.1105837,-12.132968,23.809952,-0.014737978,-0.001638443,0.009744604,0.6158584,0.7763975,0.144,0.07405403,1.12,1.3262203,-33.6979,0.300000012,6,0,1,0
